Ano,Ciudad,Deporte,Especialidad,Ganador,Competencia,Genero,Medalla
1972,SAPPORO,Luge,Luge,GDR,singles,W,Gold
1972,SAPPORO,Luge,Luge,GDR,singles,W,Silver
1972,SAPPORO,Skating,Figure skating,GDR,pairs,X,Bronze
1972,SAPPORO,Skiing,Nordic Combined,GDR,individual,M,Bronze
1972,SAPPORO,Skiing,Nordic Combined,GDR,individual,M,Gold
1972,SAPPORO,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Bronze
1972,SAPPORO,Bobsleigh,Bobsleigh,ITA,four-man,M,Silver
1972,SAPPORO,Luge,Luge,ITA,doubles,X,Gold
1972,SAPPORO,Skiing,Alpine Skiing,ITA,giant slalom,M,Gold
1972,SAPPORO,Skiing,Alpine Skiing,ITA,slalom,M,Bronze
1972,SAPPORO,Skiing,Alpine Skiing,ITA,slalom,M,Silver
1972,SAPPORO,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Bronze
1972,SAPPORO,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Gold
1972,SAPPORO,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Silver
1972,SAPPORO,Skating,Speed skating,NED,10000m,M,Gold
1972,SAPPORO,Skating,Speed skating,NED,10000m,M,Silver
1972,SAPPORO,Skating,Speed skating,NED,1000m,W,Silver
1972,SAPPORO,Skating,Speed skating,NED,1500m,M,Gold
1972,SAPPORO,Skating,Speed skating,NED,1500m,W,Bronze
1972,SAPPORO,Skating,Speed skating,NED,1500m,W,Silver
1972,SAPPORO,Skating,Speed skating,NED,3000m,W,Bronze
1972,SAPPORO,Skating,Speed skating,NED,3000m,W,Gold
1972,SAPPORO,Skating,Speed skating,NED,5000m,M,Gold
1972,SAPPORO,Biathlon,Biathlon,NOR,20km,M,Gold
1972,SAPPORO,Skating,Speed skating,NOR,10000m,M,Bronze
1972,SAPPORO,Skating,Speed skating,NOR,1500m,M,Silver
1972,SAPPORO,Skating,Speed skating,NOR,5000m,M,Bronze
1972,SAPPORO,Skating,Speed skating,NOR,5000m,M,Silver
1972,SAPPORO,Skiing,Cross Country S,NOR,15km,M,Bronze
1972,SAPPORO,Skiing,Cross Country S,NOR,30km mass start,M,Bronze
1972,SAPPORO,Skiing,Cross Country S,NOR,30km mass start,M,Silver
1972,SAPPORO,Skiing,Cross Country S,NOR,3x5km relay,W,Bronze
1972,SAPPORO,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
1972,SAPPORO,Skiing,Cross Country S,NOR,50km,M,Gold
1972,SAPPORO,Skiing,Cross Country S,NOR,50km,M,Silver
1972,SAPPORO,Skiing,Ski Jumping,POL,K120 individual (90m),M,Gold
1972,SAPPORO,Bobsleigh,Bobsleigh,SUI,four-man,M,Gold
1972,SAPPORO,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
1972,SAPPORO,Skiing,Alpine Skiing,SUI,downhill,M,Gold
1972,SAPPORO,Skiing,Alpine Skiing,SUI,downhill,M,Silver
1972,SAPPORO,Skiing,Alpine Skiing,SUI,downhill,W,Gold
1972,SAPPORO,Skiing,Alpine Skiing,SUI,giant slalom,M,Bronze
1972,SAPPORO,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
1972,SAPPORO,Skiing,Alpine Skiing,SUI,giant slalom,W,Gold
1972,SAPPORO,Skiing,Cross Country S,SUI,4x10km relay,M,Bronze
1972,SAPPORO,Skiing,Ski Jumping,SUI,K120 individual (90m),M,Silver
1972,SAPPORO,Biathlon,Biathlon,SWE,20km,M,Bronze
1972,SAPPORO,Skating,Speed skating,SWE,1500m,M,Bronze
1972,SAPPORO,Skating,Speed skating,SWE,500m,M,Silver
1972,SAPPORO,Skiing,Cross Country S,SWE,15km,M,Gold
1972,SAPPORO,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Bronze
1972,SAPPORO,Skating,Figure skating,TCH,individual,M,Gold
1972,SAPPORO,Skiing,Cross Country S,TCH,5km,W,Bronze
1972,SAPPORO,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
1972,SAPPORO,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1972,SAPPORO,Skating,Figure skating,URS,individual,M,Silver
1972,SAPPORO,Skating,Figure skating,URS,pairs,X,Gold
1972,SAPPORO,Skating,Figure skating,URS,pairs,X,Silver
1972,SAPPORO,Skating,Speed skating,URS,500m,M,Bronze
1972,SAPPORO,Skating,Speed skating,URS,500m,W,Bronze
1972,SAPPORO,Skating,Speed skating,URS,500m,W,Silver
1972,SAPPORO,Skiing,Cross Country S,URS,10km,W,Gold
1972,SAPPORO,Skiing,Cross Country S,URS,10km,W,Silver
1972,SAPPORO,Skiing,Cross Country S,URS,15km,M,Silver
1972,SAPPORO,Skiing,Cross Country S,URS,30km mass start,M,Gold
1972,SAPPORO,Skiing,Cross Country S,URS,3x5km relay,W,Gold
1972,SAPPORO,Skiing,Cross Country S,URS,4x10km relay,M,Gold
1972,SAPPORO,Skiing,Cross Country S,URS,50km,M,Bronze
1972,SAPPORO,Skiing,Cross Country S,URS,5km,W,Gold
1972,SAPPORO,Ice Hockey,Ice Hockey,USA,ice hockey,M,Silver
1972,SAPPORO,Skating,Figure skating,USA,individual,W,Bronze
1972,SAPPORO,Skating,Speed skating,USA,1000m,W,Bronze
1972,SAPPORO,Skating,Speed skating,USA,1500m,W,Gold
1972,SAPPORO,Skating,Speed skating,USA,3000m,W,Silver
1972,SAPPORO,Skating,Speed skating,USA,500m,W,Gold
1972,SAPPORO,Skiing,Alpine Skiing,USA,downhill,W,Bronze
1972,SAPPORO,Skiing,Alpine Skiing,USA,slalom,W,Gold
1976,INNSBRUCK,Luge,Luge,AUT,doubles,X,Bronze
1976,INNSBRUCK,Skiing,Alpine Skiing,AUT,downhill,M,Gold
1976,INNSBRUCK,Skiing,Alpine Skiing,AUT,downhill,W,Silver
1976,INNSBRUCK,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Gold
1976,INNSBRUCK,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver
1976,INNSBRUCK,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Bronze
1976,INNSBRUCK,Skating,Figure skating,CAN,individual,M,Bronze
1976,INNSBRUCK,Skating,Speed skating,CAN,500m,W,Silver
1976,INNSBRUCK,Skiing,Alpine Skiing,CAN,giant slalom,W,Gold
1976,INNSBRUCK,Biathlon,Biathlon,FIN,20km,M,Silver
1976,INNSBRUCK,Biathlon,Biathlon,FIN,4x7.5km relay,M,Silver
1976,INNSBRUCK,Skiing,Cross Country S,FIN,10km,W,Silver
1976,INNSBRUCK,Skiing,Cross Country S,FIN,15km,M,Bronze
1976,INNSBRUCK,Skiing,Cross Country S,FIN,4x10km relay,M,Gold
1976,INNSBRUCK,Skiing,Cross Country S,FIN,4x5km relay,W,Silver
1976,INNSBRUCK,Skiing,Cross Country S,FIN,5km,W,Gold
1976,INNSBRUCK,Skiing,Alpine Skiing,FRA,giant slalom,W,Bronze
1976,INNSBRUCK,Bobsleigh,Bobsleigh,FRG,four-man,M,Bronze
1976,INNSBRUCK,Bobsleigh,Bobsleigh,FRG,two-man,M,Silver
1976,INNSBRUCK,Ice Hockey,Ice Hockey,FRG,ice hockey,M,Bronze
1976,INNSBRUCK,Luge,Luge,FRG,doubles,X,Silver
1976,INNSBRUCK,Luge,Luge,FRG,singles,M,Silver
1976,INNSBRUCK,Luge,Luge,FRG,singles,W,Bronze
1976,INNSBRUCK,Skiing,Alpine Skiing,FRG,downhill,W,Gold
1976,INNSBRUCK,Skiing,Alpine Skiing,FRG,giant slalom,W,Silver
1976,INNSBRUCK,Skiing,Alpine Skiing,FRG,slalom,W,Gold
1976,INNSBRUCK,Skiing,Nordic Combined,FRG,individual,M,Silver
1976,INNSBRUCK,Skating,Figure skating,GBR,individual,M,Gold
1976,INNSBRUCK,Biathlon,Biathlon,GDR,4x7.5km relay,M,Bronze
1976,INNSBRUCK,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold
1976,INNSBRUCK,Bobsleigh,Bobsleigh,GDR,two-man,M,Gold
1976,INNSBRUCK,Luge,Luge,GDR,doubles,X,Gold
1976,INNSBRUCK,Luge,Luge,GDR,singles,M,Bronze
1976,INNSBRUCK,Luge,Luge,GDR,singles,M,Gold
1976,INNSBRUCK,Luge,Luge,GDR,singles,W,Gold
1976,INNSBRUCK,Luge,Luge,GDR,singles,W,Silver
1976,INNSBRUCK,Skating,Figure skating,GDR,individual,W,Bronze
1976,INNSBRUCK,Skating,Figure skating,GDR,pairs,X,Bronze
1976,INNSBRUCK,Skating,Figure skating,GDR,pairs,X,Silver
1976,INNSBRUCK,Skating,Speed skating,GDR,3000m,W,Silver
1976,INNSBRUCK,Skiing,Cross Country S,GDR,4x5km relay,W,Bronze
1976,INNSBRUCK,Skiing,Cross Country S,GDR,50km,M,Silver
1976,INNSBRUCK,Skiing,Nordic Combined,GDR,individual,M,Bronze
1976,INNSBRUCK,Skiing,Nordic Combined,GDR,individual,M,Gold
1976,INNSBRUCK,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Bronze
1976,INNSBRUCK,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Gold
1976,INNSBRUCK,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Silver
1976,INNSBRUCK,Skiing,Alpine Skiing,ITA,downhill,M,Bronze
1976,INNSBRUCK,Skiing,Alpine Skiing,ITA,slalom,M,Gold
1976,INNSBRUCK,Skiing,Alpine Skiing,ITA,slalom,M,Silver
1976,INNSBRUCK,Skiing,Alpine Skiing,ITA,slalom,W,Silver
1976,INNSBRUCK,Skiing,Alpine Skiing,LIE,slalom,M,Bronze
1976,INNSBRUCK,Skiing,Alpine Skiing,LIE,slalom,W,Bronze
1976,INNSBRUCK,Skating,Figure skating,NED,individual,W,Silver
1976,INNSBRUCK,Skating,Speed skating,NED,10000m,M,Bronze
1976,INNSBRUCK,Skating,Speed skating,NED,10000m,M,Gold
1976,INNSBRUCK,Skating,Speed skating,NED,1500m,M,Bronze
1976,INNSBRUCK,Skating,Speed skating,NED,5000m,M,Bronze
1976,INNSBRUCK,Skating,Speed skating,NED,5000m,M,Silver
1976,INNSBRUCK,Skating,Speed skating,NOR,10000m,M,Silver
1976,INNSBRUCK,Skating,Speed skating,NOR,1000m,M,Silver
1976,INNSBRUCK,Skating,Speed skating,NOR,1500m,M,Gold
1976,INNSBRUCK,Skating,Speed skating,NOR,3000m,W,Bronze
1976,INNSBRUCK,Skating,Speed skating,NOR,5000m,M,Gold
1976,INNSBRUCK,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
1976,INNSBRUCK,Skiing,Cross Country S,NOR,50km,M,Gold
1976,INNSBRUCK,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver
1976,INNSBRUCK,Bobsleigh,Bobsleigh,SUI,two-man,M,Bronze
1976,INNSBRUCK,Skiing,Alpine Skiing,SUI,downhill,M,Silver
1976,INNSBRUCK,Skiing,Alpine Skiing,SUI,giant slalom,M,Gold
1976,INNSBRUCK,Skiing,Alpine Skiing,SUI,giant slalom,M,Silver
1976,INNSBRUCK,Skiing,Alpine Skiing,SWE,giant slalom,M,Bronze
1976,INNSBRUCK,Skiing,Cross Country S,SWE,50km,M,Bronze
1976,INNSBRUCK,Ice Hockey,Ice Hockey,TCH,ice hockey,M,Silver
1976,INNSBRUCK,Biathlon,Biathlon,URS,20km,M,Bronze
1976,INNSBRUCK,Biathlon,Biathlon,URS,20km,M,Gold
1976,INNSBRUCK,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
1976,INNSBRUCK,Ice Hockey,Ice Hockey,URS,ice hockey,M,Gold
1976,INNSBRUCK,Skating,Figure skating,URS,ice dancing,X,Gold
1976,INNSBRUCK,Skating,Figure skating,URS,ice dancing,X,Silver
1976,INNSBRUCK,Skating,Figure skating,URS,individual,M,Silver
1976,INNSBRUCK,Skating,Figure skating,URS,pairs,X,Gold
1976,INNSBRUCK,Skating,Speed skating,URS,1000m,M,Bronze
1976,INNSBRUCK,Skating,Speed skating,URS,1000m,W,Gold
1976,INNSBRUCK,Skating,Speed skating,URS,1500m,M,Silver
1976,INNSBRUCK,Skating,Speed skating,URS,1500m,W,Bronze
1976,INNSBRUCK,Skating,Speed skating,URS,1500m,W,Gold
1976,INNSBRUCK,Skating,Speed skating,URS,3000m,W,Gold
1976,INNSBRUCK,Skating,Speed skating,URS,500m,M,Gold
1976,INNSBRUCK,Skating,Speed skating,URS,500m,M,Silver
1976,INNSBRUCK,Skating,Speed skating,URS,500m,W,Bronze
1976,INNSBRUCK,Skiing,Cross Country S,URS,10km,W,Bronze
1976,INNSBRUCK,Skiing,Cross Country S,URS,10km,W,Gold
1976,INNSBRUCK,Skiing,Cross Country S,URS,15km,M,Gold
1976,INNSBRUCK,Skiing,Cross Country S,URS,15km,M,Silver
1976,INNSBRUCK,Skiing,Cross Country S,URS,30km mass start,M,Bronze
1976,INNSBRUCK,Skiing,Cross Country S,URS,30km mass start,M,Gold
1976,INNSBRUCK,Skiing,Cross Country S,URS,4x10km relay,M,Bronze
1976,INNSBRUCK,Skiing,Cross Country S,URS,4x5km relay,W,Gold
1976,INNSBRUCK,Skiing,Cross Country S,URS,5km,W,Bronze
1976,INNSBRUCK,Skiing,Cross Country S,URS,5km,W,Silver
1976,INNSBRUCK,Skating,Figure skating,USA,ice dancing,X,Bronze
1976,INNSBRUCK,Skating,Figure skating,USA,individual,W,Gold
1976,INNSBRUCK,Skating,Speed skating,USA,1000m,M,Gold
1976,INNSBRUCK,Skating,Speed skating,USA,1000m,W,Bronze
1976,INNSBRUCK,Skating,Speed skating,USA,1000m,W,Silver
1976,INNSBRUCK,Skating,Speed skating,USA,1500m,W,Silver
1976,INNSBRUCK,Skating,Speed skating,USA,500m,M,Bronze
1976,INNSBRUCK,Skating,Speed skating,USA,500m,W,Gold
1976,INNSBRUCK,Skiing,Alpine Skiing,USA,downhill,W,Bronze
1976,INNSBRUCK,Skiing,Cross Country S,USA,30km mass start,M,Silver
1980,LAKE PLACID,Luge,Luge,AUT,doubles,X,Bronze
1980,LAKE PLACID,Skiing,Alpine Skiing,AUT,downhill,M,Gold
1980,LAKE PLACID,Skiing,Alpine Skiing,AUT,downhill,M,Silver
1980,LAKE PLACID,Skiing,Alpine Skiing,AUT,downhill,W,Gold
1980,LAKE PLACID,Skiing,Alpine Skiing,AUT,giant slalom,M,Bronze
1980,LAKE PLACID,Skiing,Ski Jumping,AUT,K120 individual (90m),M,Silver
1980,LAKE PLACID,Skiing,Ski Jumping,AUT,K90 individual (70m),M,Gold
1980,LAKE PLACID,Skiing,Cross Country S,BUL,30km mass start,M,Bronze
1980,LAKE PLACID,Skating,Speed skating,CAN,1000m,M,Silver
1980,LAKE PLACID,Skiing,Alpine Skiing,CAN,downhill,M,Bronze
1980,LAKE PLACID,Skiing,Cross Country S,FIN,10km,W,Bronze
1980,LAKE PLACID,Skiing,Cross Country S,FIN,10km,W,Silver
1980,LAKE PLACID,Skiing,Cross Country S,FIN,15km,M,Silver
1980,LAKE PLACID,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
1980,LAKE PLACID,Skiing,Cross Country S,FIN,50km,M,Silver
1980,LAKE PLACID,Skiing,Cross Country S,FIN,5km,W,Silver
1980,LAKE PLACID,Skiing,Nordic Combined,FIN,individual,M,Silver
1980,LAKE PLACID,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Bronze
1980,LAKE PLACID,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Gold
1980,LAKE PLACID,Skiing,Alpine Skiing,FRA,giant slalom,W,Bronze
1980,LAKE PLACID,Biathlon,Biathlon,FRG,4x7.5km relay,M,Bronze
1980,LAKE PLACID,Luge,Luge,FRG,singles,M,Bronze
1980,LAKE PLACID,Skating,Figure skating,FRG,individual,W,Bronze
1980,LAKE PLACID,Skiing,Alpine Skiing,FRG,giant slalom,W,Silver
1980,LAKE PLACID,Skiing,Alpine Skiing,FRG,slalom,W,Silver
1980,LAKE PLACID,Skating,Figure skating,GBR,individual,M,Gold
1980,LAKE PLACID,Biathlon,Biathlon,GDR,10km,M,Gold
1980,LAKE PLACID,Biathlon,Biathlon,GDR,20km,M,Bronze
1980,LAKE PLACID,Biathlon,Biathlon,GDR,20km,M,Silver
1980,LAKE PLACID,Biathlon,Biathlon,GDR,4x7.5km relay,M,Silver
1980,LAKE PLACID,Bobsleigh,Bobsleigh,GDR,four-man,M,Bronze
1980,LAKE PLACID,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold
1980,LAKE PLACID,Bobsleigh,Bobsleigh,GDR,two-man,M,Bronze
1980,LAKE PLACID,Bobsleigh,Bobsleigh,GDR,two-man,M,Silver
1980,LAKE PLACID,Luge,Luge,GDR,doubles,X,Gold
1980,LAKE PLACID,Luge,Luge,GDR,singles,M,Gold
1980,LAKE PLACID,Luge,Luge,GDR,singles,W,Silver
1980,LAKE PLACID,Skating,Figure skating,GDR,individual,M,Silver
1980,LAKE PLACID,Skating,Figure skating,GDR,individual,W,Gold
1980,LAKE PLACID,Skating,Figure skating,GDR,pairs,X,Bronze
1980,LAKE PLACID,Skating,Speed skating,GDR,1000m,W,Bronze
1980,LAKE PLACID,Skating,Speed skating,GDR,1500m,W,Bronze
1980,LAKE PLACID,Skating,Speed skating,GDR,3000m,W,Silver
1980,LAKE PLACID,Skating,Speed skating,GDR,500m,W,Gold
1980,LAKE PLACID,Skiing,Cross Country S,GDR,10km,W,Gold
1980,LAKE PLACID,Skiing,Cross Country S,GDR,4x5km relay,W,Gold
1980,LAKE PLACID,Skiing,Nordic Combined,GDR,individual,M,Bronze
1980,LAKE PLACID,Skiing,Nordic Combined,GDR,individual,M,Gold
1980,LAKE PLACID,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Silver
1980,LAKE PLACID,Skating,Figure skating,HUN,ice dancing,X,Silver
1980,LAKE PLACID,Luge,Luge,ITA,doubles,X,Silver
1980,LAKE PLACID,Luge,Luge,ITA,singles,M,Silver
1980,LAKE PLACID,Skiing,Ski Jumping,JPN,K90 individual (70m),M,Silver
1980,LAKE PLACID,Skiing,Alpine Skiing,LIE,downhill,W,Silver
1980,LAKE PLACID,Skiing,Alpine Skiing,LIE,giant slalom,M,Silver
1980,LAKE PLACID,Skiing,Alpine Skiing,LIE,giant slalom,W,Gold
1980,LAKE PLACID,Skiing,Alpine Skiing,LIE,slalom,W,Gold
1980,LAKE PLACID,Skating,Speed skating,NED,10000m,M,Silver
1980,LAKE PLACID,Skating,Speed skating,NED,1500m,W,Gold
1980,LAKE PLACID,Skating,Speed skating,NED,1500m,W,Silver
1980,LAKE PLACID,Skating,Speed skating,NED,500m,M,Bronze
1980,LAKE PLACID,Skating,Speed skating,NOR,10000m,M,Bronze
1980,LAKE PLACID,Skating,Speed skating,NOR,1000m,M,Bronze
1980,LAKE PLACID,Skating,Speed skating,NOR,1500m,M,Bronze
1980,LAKE PLACID,Skating,Speed skating,NOR,1500m,M,Silver
1980,LAKE PLACID,Skating,Speed skating,NOR,3000m,W,Gold
1980,LAKE PLACID,Skating,Speed skating,NOR,5000m,M,Bronze
1980,LAKE PLACID,Skating,Speed skating,NOR,5000m,M,Silver
1980,LAKE PLACID,Skiing,Cross Country S,NOR,15km,M,Bronze
1980,LAKE PLACID,Skiing,Cross Country S,NOR,4x10km relay,M,Silver
1980,LAKE PLACID,Skiing,Cross Country S,NOR,4x5km relay,W,Bronze
1980,LAKE PLACID,Bobsleigh,Bobsleigh,SUI,four-man,M,Silver
1980,LAKE PLACID,Bobsleigh,Bobsleigh,SUI,two-man,M,Gold
1980,LAKE PLACID,Skiing,Alpine Skiing,SUI,downhill,W,Bronze
1980,LAKE PLACID,Skiing,Alpine Skiing,SUI,slalom,M,Bronze
1980,LAKE PLACID,Skiing,Alpine Skiing,SUI,slalom,W,Bronze
1980,LAKE PLACID,Ice Hockey,Ice Hockey,SWE,ice hockey,M,Bronze
1980,LAKE PLACID,Skiing,Alpine Skiing,SWE,giant slalom,M,Gold
1980,LAKE PLACID,Skiing,Alpine Skiing,SWE,slalom,M,Gold
1980,LAKE PLACID,Skiing,Cross Country S,SWE,15km,M,Gold
1980,LAKE PLACID,Skiing,Cross Country S,TCH,5km,W,Bronze
1980,LAKE PLACID,Biathlon,Biathlon,URS,10km,M,Bronze
1980,LAKE PLACID,Biathlon,Biathlon,URS,10km,M,Silver
1980,LAKE PLACID,Biathlon,Biathlon,URS,20km,M,Gold
1980,LAKE PLACID,Biathlon,Biathlon,URS,4x7.5km relay,M,Gold
1980,LAKE PLACID,Ice Hockey,Ice Hockey,URS,ice hockey,M,Silver
1980,LAKE PLACID,Luge,Luge,URS,singles,W,Bronze
1980,LAKE PLACID,Luge,Luge,URS,singles,W,Gold
1980,LAKE PLACID,Skating,Figure skating,URS,ice dancing,X,Bronze
1980,LAKE PLACID,Skating,Figure skating,URS,ice dancing,X,Gold
1980,LAKE PLACID,Skating,Figure skating,URS,pairs,X,Gold
1980,LAKE PLACID,Skating,Figure skating,URS,pairs,X,Silver
1980,LAKE PLACID,Skating,Speed skating,URS,1000m,M,Bronze
1980,LAKE PLACID,Skating,Speed skating,URS,1000m,W,Gold
1980,LAKE PLACID,Skating,Speed skating,URS,500m,M,Silver
1980,LAKE PLACID,Skating,Speed skating,URS,500m,W,Bronze
1980,LAKE PLACID,Skiing,Cross Country S,URS,30km mass start,M,Gold
1980,LAKE PLACID,Skiing,Cross Country S,URS,30km mass start,M,Silver
1980,LAKE PLACID,Skiing,Cross Country S,URS,4x10km relay,M,Gold
1980,LAKE PLACID,Skiing,Cross Country S,URS,4x5km relay,W,Silver
1980,LAKE PLACID,Skiing,Cross Country S,URS,50km,M,Bronze
1980,LAKE PLACID,Skiing,Cross Country S,URS,50km,M,Gold
1980,LAKE PLACID,Skiing,Cross Country S,URS,5km,W,Gold
1980,LAKE PLACID,Ice Hockey,Ice Hockey,USA,ice hockey,M,Gold
1980,LAKE PLACID,Skating,Figure skating,USA,individual,M,Bronze
1980,LAKE PLACID,Skating,Figure skating,USA,individual,W,Silver
1980,LAKE PLACID,Skating,Speed skating,USA,10000m,M,Gold
1980,LAKE PLACID,Skating,Speed skating,USA,1000m,M,Gold
1980,LAKE PLACID,Skating,Speed skating,USA,1000m,W,Silver
1980,LAKE PLACID,Skating,Speed skating,USA,1500m,M,Gold
1980,LAKE PLACID,Skating,Speed skating,USA,3000m,W,Bronze
1980,LAKE PLACID,Skating,Speed skating,USA,5000m,M,Gold
1980,LAKE PLACID,Skating,Speed skating,USA,500m,M,Gold
1980,LAKE PLACID,Skating,Speed skating,USA,500m,W,Silver
1980,LAKE PLACID,Skiing,Alpine Skiing,USA,slalom,M,Silver
1984,SARAJEVO,Skiing,Alpine Skiing,AUT,downhill,M,Bronze
1984,SARAJEVO,Skating,Figure skating,CAN,individual,M,Silver
1984,SARAJEVO,Skating,Speed skating,CAN,1000m,M,Gold
1984,SARAJEVO,Skating,Speed skating,CAN,1500m,M,Gold
1984,SARAJEVO,Skating,Speed skating,CAN,500m,M,Bronze
1984,SARAJEVO,Skiing,Cross Country S,FIN,10km,W,Gold
1984,SARAJEVO,Skiing,Cross Country S,FIN,15km,M,Bronze
1984,SARAJEVO,Skiing,Cross Country S,FIN,15km,M,Silver
1984,SARAJEVO,Skiing,Cross Country S,FIN,20km,W,Gold
1984,SARAJEVO,Skiing,Cross Country S,FIN,4x10km relay,M,Bronze
1984,SARAJEVO,Skiing,Cross Country S,FIN,4x5km relay,W,Bronze
1984,SARAJEVO,Skiing,Cross Country S,FIN,50km,M,Bronze
1984,SARAJEVO,Skiing,Cross Country S,FIN,5km,W,Gold
1984,SARAJEVO,Skiing,Nordic Combined,FIN,individual,M,Bronze
1984,SARAJEVO,Skiing,Nordic Combined,FIN,individual,M,Silver
1984,SARAJEVO,Skiing,Ski Jumping,FIN,K120 individual (90m),M,Gold
1984,SARAJEVO,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Bronze
1984,SARAJEVO,Skiing,Ski Jumping,FIN,K90 individual (70m),M,Silver
1984,SARAJEVO,Skiing,Alpine Skiing,FRA,giant slalom,W,Bronze
1984,SARAJEVO,Skiing,Alpine Skiing,FRA,slalom,M,Bronze
1984,SARAJEVO,Skiing,Alpine Skiing,FRA,slalom,W,Silver
1984,SARAJEVO,Biathlon,Biathlon,FRG,10km,M,Silver
1984,SARAJEVO,Biathlon,Biathlon,FRG,20km,M,Gold
1984,SARAJEVO,Biathlon,Biathlon,FRG,4x7.5km relay,M,Bronze
1984,SARAJEVO,Luge,Luge,FRG,doubles,X,Gold
1984,SARAJEVO,Skating,Figure skating,GBR,ice dancing,X,Gold
1984,SARAJEVO,Biathlon,Biathlon,GDR,10km,M,Bronze
1984,SARAJEVO,Biathlon,Biathlon,GDR,20km,M,Silver
1984,SARAJEVO,Bobsleigh,Bobsleigh,GDR,four-man,M,Gold
1984,SARAJEVO,Bobsleigh,Bobsleigh,GDR,four-man,M,Silver
1984,SARAJEVO,Bobsleigh,Bobsleigh,GDR,two-man,M,Gold
1984,SARAJEVO,Bobsleigh,Bobsleigh,GDR,two-man,M,Silver
1984,SARAJEVO,Luge,Luge,GDR,doubles,X,Bronze
1984,SARAJEVO,Luge,Luge,GDR,singles,W,Bronze
1984,SARAJEVO,Luge,Luge,GDR,singles,W,Gold
1984,SARAJEVO,Luge,Luge,GDR,singles,W,Silver
1984,SARAJEVO,Skating,Figure skating,GDR,individual,W,Gold
1984,SARAJEVO,Skating,Speed skating,GDR,10000m,M,Bronze
1984,SARAJEVO,Skating,Speed skating,GDR,1000m,W,Gold
1984,SARAJEVO,Skating,Speed skating,GDR,1000m,W,Silver
1984,SARAJEVO,Skating,Speed skating,GDR,1500m,W,Gold
1984,SARAJEVO,Skating,Speed skating,GDR,1500m,W,Silver
1984,SARAJEVO,Skating,Speed skating,GDR,3000m,W,Bronze
1984,SARAJEVO,Skating,Speed skating,GDR,3000m,W,Gold
1984,SARAJEVO,Skating,Speed skating,GDR,3000m,W,Silver
1984,SARAJEVO,Skating,Speed skating,GDR,5000m,M,Bronze
1984,SARAJEVO,Skating,Speed skating,GDR,500m,W,Gold
1984,SARAJEVO,Skating,Speed skating,GDR,500m,W,Silver
1984,SARAJEVO,Skiing,Ski Jumping,GDR,K120 individual (90m),M,Silver
1984,SARAJEVO,Skiing,Ski Jumping,GDR,K90 individual (70m),M,Gold
1984,SARAJEVO,Luge,Luge,ITA,singles,M,Gold
1984,SARAJEVO,Skiing,Alpine Skiing,ITA,slalom,W,Gold
1984,SARAJEVO,Skating,Speed skating,JPN,500m,M,Silver
1984,SARAJEVO,Skiing,Alpine Skiing,LIE,giant slalom,M,Bronze
1984,SARAJEVO,Skiing,Alpine Skiing,LIE,slalom,W,Bronze
1984,SARAJEVO,Biathlon,Biathlon,NOR,10km,M,Gold
1984,SARAJEVO,Biathlon,Biathlon,NOR,20km,M,Bronze
1984,SARAJEVO,Biathlon,Biathlon,NOR,4x7.5km relay,M,Silver
1984,SARAJEVO,Skating,Speed skating,NOR,1000m,M,Bronze
1984,SARAJEVO,Skiing,Cross Country S,NOR,10km,W,Bronze
1984,SARAJEVO,Skiing,Cross Country S,NOR,20km,W,Bronze
1984,SARAJEVO,Skiing,Cross Country S,NOR,4x5km relay,W,Gold
1984,SARAJEVO,Skiing,Cross Country S,NOR,5km,W,Silver
1984,SARAJEVO,Skiing,Nordic Combined,NOR,individual,M,Gold
1984,SARAJEVO,Bobsleigh,Bobsleigh,SUI,four-man,M,Bronze
1984,SARAJEVO,Skiing,Alpine Skiing,SUI,downhill,M,Silver
1984,SARAJEVO,Skiing,Alpine Skiing,SUI,downhill,W,Gold
